id,isbn,penulis,tahun,judul,gambar,stok
1614,192835149,Jack London,1906,"The Call of the Wild, White Fang and Other Stories ",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
1615,141439785,"Thomas Hardy, Keith Wilson",1886,The Mayor of Casterbridge,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,577
1616,547577532,"Umberto Eco, Richard Dixon",2010,Il cimitero di Praga,https://images.gr-assets.com/books/1327902035m/10314376.jpg,134
1617,786929715,Kevin Stein,1989," ",https://images.gr-assets.com/books/1312057416m/92871.jpg,18
1618,1101874082,Paulo Coelho,2014,Adultério,https://images.gr-assets.com/books/1406247571m/20819682.jpg,88
1619,1555838537,Leslie Feinberg,1993,Stone Butch Blues,https://images.gr-assets.com/books/1328758827m/139569.jpg,14
1620,1416571760,David McCullough,2011,The Greater Journey: Americans In Paris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17
1621,1568650949,Sidney Sheldon,1977,Bloodline,https://images.gr-assets.com/books/1298570618m/300225.jpg,83
1622,765316978,John Scalzi,2007,The Last Colony,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,33
1623,525426361,"Esther Earl, Lori Earl, Wayne Earl, John Green",2014,,https://images.gr-assets.com/books/1392015126m/17675031.jpg,28
1624,395870828,David Wiesner,1991,Tuesday,https://images.gr-assets.com/books/1328870556m/97860.jpg,20
1625,1401307787,Jon Kabat-Zinn,1994,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,57
1626,042524413X,Alyson Richman,2011,The Lost Wife,https://images.gr-assets.com/books/1394994929m/11010251.jpg,39
1627,141185856,Richard Llewellyn,1939,How Green Was My Valley,https://images.gr-assets.com/books/1440708862m/40496.jpg,81
1628,374529604,"Pablo Neruda, Ilan Stavans",1974,The Poetry of Pablo Neruda,https://images.gr-assets.com/books/1417605511m/5936.jpg,8
1629,375760393,Michael Pollan,2001,The Botany of Desire: A Plant's-Eye View of the World,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,32
1630,446562424,Scott Turow,2005,Innocent,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,53
1631,312577214,Kristin Hannah,2013,Fly Away,https://images.gr-assets.com/books/1355338978m/16044981.jpg,32
1632,62294377,Mitch Albom,2013,The First Phone Call from Heaven,https://images.gr-assets.com/books/1380034020m/17888952.jpg,51
1633,125004734X,Jane Green,2015,,https://images.gr-assets.com/books/1426128094m/23245587.jpg,17
1634,9753638027,Sabahattin Ali,1943,Kürk Mantolu Madonna,https://images.gr-assets.com/books/1362477552m/220826.jpg,28
1635,60786523,Vikram Seth,1993,A Suitable Boy,https://images.gr-assets.com/books/1329421639m/50365.jpg,55
1636,62200461,Joanna Trollope,2013,Sense & Sensibility,https://images.gr-assets.com/books/1363291870m/17349163.jpg,24
1637,224061631,Salman Rushdie,2008,The Enchantress of Florence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,78
1638,439856264,Garth Nix,2003,Mister Monday,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,39
1639,142407577,Mike Lupica,2006,Heat,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,20
1640,014013168X,Hanif Kureishi,1990,The Buddha of Suburbia,https://images.gr-assets.com/books/1344618639m/302998.jpg,70
1641,60567236,"Roger Zelazny, Sönmez Güven",1967,Lord of Light,https://images.gr-assets.com/books/1330127327m/13821.jpg,66
1642,441007317,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,https://images.gr-assets.com/books/1488213612m/18423.jpg,127
1643,856761222,Joseph Kesselring,1939,Arsenic and Old Lace,https://images.gr-assets.com/books/1319500896m/178599.jpg,8
1644,375840400,Christopher Paolini,2005,Eldest,https://images.gr-assets.com/books/1387119654m/45978.jpg,163
1645,446612758,"Douglas Preston, Lincoln Child",2004,Brimstone,https://images.gr-assets.com/books/1369943498m/136637.jpg,72
1646,743484207,John Sandford,1998,Secret Prey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31
1647,125006662X,Michael Punke,2002,The Revenant,https://images.gr-assets.com/books/1409498796m/22836957.jpg,67
1648,345435753,Terry Brooks,2002,Morgawr ,https://images.gr-assets.com/books/1341521219m/15559.jpg,35
1649,385474547,Chinua Achebe,1958,Things Fall Apart,https://images.gr-assets.com/books/1352082529m/37781.jpg,161
1650,1401303382,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,41
1651,679728899,Willa Cather,1927,Death Comes for the Archbishop,https://images.gr-assets.com/books/1436632846m/545951.jpg,107
1652,155050907,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926,Art Through the Ages ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,46
1653,743484908,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603,Measure for Measure,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,63
1654,451529170,"George Eliot, Michel Faber",1871,Middlemarch,https://images.gr-assets.com/books/1481264628m/19089.jpg,665
1655,385732554,Lois Lowry,1993,The Giver,https://images.gr-assets.com/books/1342493368m/3636.jpg,192
1656,375760911,Laurie Notaro,2002,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17
1657,1593070950,Mike Mignola,1994,Hellboy: Wake the Devil,https://images.gr-assets.com/books/1486039250m/102459.jpg,24
1658,743233492,Kathy Reichs,2006,Break No Bones,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,72
1659,62286447,Smith Henderson,2014,Fourth of July Creek,https://images.gr-assets.com/books/1417981221m/18651980.jpg,23
1660,142003166,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,Junky,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,73
1661,316781460,"James Andrew Miller, Tom Shales",2001,Live from New York: An Uncensored History of Saturday Night Live,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24
1662,60080841,Ira Levin,1972,The Stepford Wives,https://images.gr-assets.com/books/1403404262m/52350.jpg,61
1663,044657967X,Nelson DeMille,2006,Wild Fire,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,59
1664,316069485,Michael Connelly,2010,The Reversal,https://images.gr-assets.com/books/1421934033m/7936809.jpg,77
1665,1594634718,Elizabeth Gilbert,2015,Big Magic: Creative Living Beyond Fear,https://images.gr-assets.com/books/1451446242m/24453082.jpg,65
1666,451166604,Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17
1667,618443363,"Dorie Greenspan, Alan    Richardson",1980,Baking: From My Home to Yours,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,6
1668,61176109,Simon Schama,2006,Power of Art,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
1669,425179613,"Lance Armstrong, Sally Jenkins",1999,It's Not About the Bike: My Journey Back to Life,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,54
1670,64401480,"Betty MacDonald, Alexandra Boiger",1947,Mrs. Piggle-Wiggle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31
1671,399153942,Frederick Forsyth,2006,The Afghan,https://images.gr-assets.com/books/1309198395m/109509.jpg,72
1672,525444459,"A.A. Milne, Ernest H. Shepard",1924,When We Were Very Young,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,63
1673,385535376,Hampton Sides,2014,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,https://images.gr-assets.com/books/1395935993m/20897517.jpg,18
1674,61733636,"John Heilemann, Mark Halperin",2010,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
1675,080417072X,"Rob Thomas, Jennifer Graham",2015,Mr. Kiss and Tell ,https://images.gr-assets.com/books/1405566768m/21437200.jpg,12
1676,486234118,Wassily Kandinsky,1912,Über das Geistige in der Kunst,https://images.gr-assets.com/books/1405982387m/857502.jpg,75
1677,1595142525,"Lili St. Crow, Lilith Saintcrow",2009,Betrayals,https://images.gr-assets.com/books/1331244872m/6371117.jpg,28
1678,1449461077,Lang Leav,2014,,https://images.gr-assets.com/books/1404192714m/22151696.jpg,6
1679,316017922,Malcolm Gladwell,2008,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg,120
1680,316225940,Michael Connelly,2016,The Wrong Side of Goodbye,https://images.gr-assets.com/books/1457022523m/29154543.jpg,34
1681,552548928,Malorie Blackman,2003,"Knife Edge (Noughts and Crosses, #2)",https://images.gr-assets.com/books/1364405912m/300044.jpg,21
1682,312593554,Sherrilyn Kenyon,2002,Night Pleasures,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,61
1683,727860992,Richard Matheson,1971,Hell House,https://images.gr-assets.com/books/1384259876m/33547.jpg,43
1684,345418476,Stephen R. Donaldson,1982,The One Tree,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
1685,014043769X,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819,"The Sketch Book of Geoffrey Crayon, Gent",https://images.gr-assets.com/books/1309285607m/721012.jpg,302
1686,751565350,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two",https://images.gr-assets.com/books/1470082995m/29056083.jpg,95
1687,553381679,Jean M. Auel,1980,The Clan of the Cave Bear,https://images.gr-assets.com/books/1385331302m/1295.jpg,161
1688,486424545,E.M. Forster,1910,Howards End,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,131
1689,330339184,Bret Easton Ellis,1994,The Informers,https://images.gr-assets.com/books/1374684746m/9914.jpg,21
1690,778324516,Debbie Macomber,2007,Back on Blossom Street,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,54
1691,1476766665,Alice Clayton,2014,,https://images.gr-assets.com/books/1470670923m/18775203.jpg,19
1692,465067107,Donald A. Norman,1988,The Psychology of Everyday Things,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,38
1693,811216543,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",1932,Voyage au bout de la nuit,https://images.gr-assets.com/books/1462934409m/12395.jpg,169
1694,61711527,Peggy Orenstein,2011,Cinderella Ate My Daughter: Dispatches from the Frontlines of the New Girlie-Girl Culture,https://images.gr-assets.com/books/1279214118m/8565083.jpg,7
1695,804140413,Jim Gaffigan,2014,Food: A Love Story,https://images.gr-assets.com/books/1419183381m/20697471.jpg,12
1696,61566152,Sara Shepard,2010,Heartless,https://images.gr-assets.com/books/1265496817m/3047848.jpg,32
1697,1405088834,Peter F. Hamilton,2008,The Temporal Void,https://images.gr-assets.com/books/1357349093m/3437328.jpg,38
1698,142000957,Mark Bowden,2001,Killing Pablo: The Hunt for the World's Greatest Outlaw,https://images.gr-assets.com/books/1311648121m/419083.jpg,37
1699,152053107,Jennifer Donnelly,2003,A Northern Light,https://images.gr-assets.com/books/1376507768m/64481.jpg,43
1700,015204566X,"Patricia C. Wrede, Peter de Sève",1990,Dealing with Dragons,https://images.gr-assets.com/books/1385526967m/150739.jpg,33
1701,316101842,James Patterson,2012,Nevermore,https://images.gr-assets.com/books/1328150920m/11946245.jpg,31
1702,451233182,Rachel Caine,2011,Bite Club,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23
1703,1476776075,Abbi Glines,2014,,https://images.gr-assets.com/books/1402067293m/21411887.jpg,21
1704,1250019672,Mary Kay Andrews,2013,Ladies' Night ,https://images.gr-assets.com/books/1376835524m/16045078.jpg,15
1705,142500593,Sara Ryan,2001,Empress of the World,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14
1706,451218469,John Shors,2004,Beneath a Marble Sky,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,29
1707,803741715,B.J. Novak,2014,The Book with No Pictures,https://images.gr-assets.com/books/1400873472m/20821299.jpg,24
1708,446569895,"Ozzy Osbourne, Chris Ayres",2009,I Am Ozzy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,39
1709,142640607X,Sinclair Lewis,1922,Babbitt,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,328
1710,525421556,Nina LaCour,2009,Hold Still,https://images.gr-assets.com/books/1394240099m/6373717.jpg,16
1711,1595143998,Beth Revis,2013,Shades of Earth,https://images.gr-assets.com/books/1346494567m/10345937.jpg,23
1712,786888016,Steve Martin,2003,The Pleasure of My Company,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,39
1713,380730367,Dennis Lehane,1999,Prayers for Rain ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,64
1714,451212452,Tawni O'Dell,1999,Back Roads,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,43
1715,743299396,Miranda July,2005,No One Belongs Here More Than You,https://images.gr-assets.com/books/1341079226m/113429.jpg,51
1716,014310425X,Devdutt Pattanaik,2010,Jaya: An Illustrated Retelling of the Mahabharata,https://images.gr-assets.com/books/1357361164m/9864913.jpg,14
1717,1101886692,Sylvain Neuvel,2016,Sleeping Giants,https://images.gr-assets.com/books/1459785141m/25733990.jpg,41
1718,067001088X,Sarah Dessen,2008,Lock and Key,https://images.gr-assets.com/books/1479691949m/1295102.jpg,38
1719,670026476,Charlie Lovett,2013,The Bookman’s Tale,https://images.gr-assets.com/books/1360573276m/16158563.jpg,26
1720,893816949,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972,Diane Arbus: An Aperture Monograph,https://images.gr-assets.com/books/1312051661m/134360.jpg,6
1721,545424925,Maggie Stiefvater,2012,The Raven Boys,https://images.gr-assets.com/books/1477103737m/17675462.jpg,64
1722,1582349010,Shannon Hale,2006,River Secrets,https://images.gr-assets.com/books/1362875702m/248470.jpg,19
1723,9832672368,Habiburrahman El-Shirazy,2004,Ayat-ayat Cinta,https://images.gr-assets.com/books/1439347437m/969177.jpg,3
1724,142000205,Gwyn Hyman Rubio,1998,Icy Sparks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27
1725,316120553,"James Patterson, Michael Ledwidge",2011,Now You See Her,https://images.gr-assets.com/books/1435387035m/7926569.jpg,46
1726,767903579,Adeline Yen Mah,1997,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,https://images.gr-assets.com/books/1423952608m/54529.jpg,49
1727,670018708,David Benioff,2008,City of Thieves,https://images.gr-assets.com/books/1392015757m/1971304.jpg,72
1728,039586786X,"Nancy E. Shaw, Margot Apple",1986,Sheep in a Jeep,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,22
1729,345528670,Melanie Benjamin,2013,The Aviator's Wife,https://images.gr-assets.com/books/1345153864m/13642950.jpg,22
1730,553286285,Isaac Asimov,1989,Nemesis,https://images.gr-assets.com/books/1336582027m/302625.jpg,50
1731,842329277,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist",https://images.gr-assets.com/books/1406512196m/85957.jpg,37
1732,007148499X,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",2007,Influencer: The Power to Change Anything,https://images.gr-assets.com/books/1393217540m/914211.jpg,23
1733,192839993,"James Joyce, Jeri Johnson",1914,Dubliners,https://images.gr-assets.com/books/1334138184m/11012.jpg,1101
1734,8129118807,Chetan Bhagat,2011,"Revolution 2020: Love, Corruption, Ambition",https://images.gr-assets.com/books/1317964666m/12615008.jpg,20
1735,375828257,Jeanne DuPrau,2004,The People of Sparks,https://images.gr-assets.com/books/1397931991m/3467.jpg,41
1736,140441638,"Anonymous, Juan Mascaró",0,उपनिषद [Upaniṣad],https://images.gr-assets.com/books/1327881361m/290882.jpg,112
1737,60890681,Liane Moriarty,2006,The Last Anniversary,https://images.gr-assets.com/books/1482971434m/1282954.jpg,32
1738,849946158,"Todd Burpo, Lynn Vincent",2010,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,69
1739,394402677,Ira Levin,1976,The Boys from Brazil,https://images.gr-assets.com/books/1328882615m/99894.jpg,81
1740,374529949,"Joan Didion, David Thomson",1970,Play It as It Lays,https://images.gr-assets.com/books/1327935636m/428.jpg,35
1741,1560252480,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978,Requiem for a Dream,https://images.gr-assets.com/books/1353949849m/46945.jpg,39
1742,142401110,Jean Craighead George,1959,My Side of the Mountain ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,54
1743,1416950737,Tori Spelling,2008,sTORI Telling,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10
1744,043977733X,"Ellen Levine, Kadir Nelson",2007,,https://images.gr-assets.com/books/1328867106m/315882.jpg,11
1745,375424474,Neil Shubin,2008,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,https://images.gr-assets.com/books/1320439515m/1662160.jpg,35
1746,451461401,Jim Butcher,2007,White Night,https://images.gr-assets.com/books/1309552288m/91475.jpg,33
1747,451464397,Jim Butcher,2014,Skin Game,https://images.gr-assets.com/books/1387236318m/19486421.jpg,20
1748,786851716,Patricia McCormick,2006,Sold,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,35
1749,9646534783,Hafez,1380,دیوان‎‎ [Dīvān],https://images.gr-assets.com/books/1327770153m/46292.jpg,91
1750,373210329,Rachel Vincent,2011,"If I Die (Soul Screamers, #5)",https://images.gr-assets.com/books/1304024127m/8803932.jpg,19
1751,140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs,https://images.gr-assets.com/books/1327884731m/125507.jpg,39
1752,069401298X,Arnold Lobel,1971,Frog and Toad Together,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,54
1753,60577371,"Angie Sage, Mark Zug",2007,Physik,https://images.gr-assets.com/books/1398052658m/355916.jpg,63
1754,8173711461,"A.P.J. Abdul Kalam, Arun Tiwari",1999,Wings of Fire: An Autobiography,https://images.gr-assets.com/books/1295670969m/634583.jpg,21
1755,553211587,Mark Twain,1893,The Tragedy of Puddn'head Wilson,https://images.gr-assets.com/books/1473261603m/682793.jpg,344
1756,425200280,Johanna Edwards,2005,The Next Big Thing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8
1757,553588729,Harvey Karp,2002,The Happiest Baby on the Block,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24
1758,345530411,"Tyler Hamilton, Daniel Coyle",2012,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",https://images.gr-assets.com/books/1344963275m/15823426.jpg,32
1759,679805273,Dr. Seuss,1990,"Oh, the Places You'll Go!",https://images.gr-assets.com/books/1421708635m/191139.jpg,40
1760,758266928,Jennifer Estep,2011,Touch of Frost,https://images.gr-assets.com/books/1301505419m/9439989.jpg,22
1761,6479901,George R.R. Martin,2000,A Storm of Swords: Part 1 Steel and Snow,https://images.gr-assets.com/books/1353235205m/768889.jpg,60
1762,1414368186,Francine Rivers,2014,Bridge to Haven,https://images.gr-assets.com/books/1376078910m/18228202.jpg,21
1763,62124366,Lauren Oliver,2011,Hana,https://images.gr-assets.com/books/1324106918m/12663646.jpg,13
1764,812968239,"Leo Tolstoy, Isai Kamen, Doris Lessing",1889,Крейцерова соната,https://images.gr-assets.com/books/1451489791m/141077.jpg,259
1765,743268571,Mary Higgins Clark,2007,I Heard That Song Before,https://images.gr-assets.com/books/1408925501m/170641.jpg,71
1766,525953493,Harlan Coben,2014,Missing Υou,https://images.gr-assets.com/books/1373737793m/18114060.jpg,73
1767,044657922X,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010,Earth: A Visitor's Guide to the Human Race ,https://images.gr-assets.com/books/1344264519m/8163722.jpg,17
1768,147674906X,"Mary Higgins Clark, Alafair Burke",2014,I've Got You Under My Skin,https://images.gr-assets.com/books/1397768065m/18143968.jpg,45
1769,486290727,"Edgar Allan Poe, Gustave Doré",1844,The Raven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,284
1770,1476791619,Connor Franta,2015,A Work in Progress,https://images.gr-assets.com/books/1426466460m/22886113.jpg,13
1771,143039830,"Paul Auster, Art Spiegelman",1987,The New York Trilogy,https://images.gr-assets.com/books/1386924429m/431.jpg,102
1772,425204189,J.D. Robb,2005,"Survivor in Death (In Death, #20)",https://images.gr-assets.com/books/1298296888m/109367.jpg,50
1773,330369954,Don DeLillo,1997,Underworld,https://images.gr-assets.com/books/1334304280m/11761.jpg,71
1774,1250049377,Rainbow Rowell,2014,Landline,https://images.gr-assets.com/books/1499378092m/18081809.jpg,51
1775,085707685X,Rachel Renée Russell,2012,Tales From a Not-So-Graceful Ice Princess,https://images.gr-assets.com/books/1370064558m/13545345.jpg,51
1776,62248472,"Jenna Miscavige Hill, Lisa Pulitzer",2013,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,https://images.gr-assets.com/books/1354001608m/15827066.jpg,28
1777,385353308,Emily St. John Mandel,2014,Station Eleven,https://images.gr-assets.com/books/1451446835m/20170404.jpg,63
1778,385743602,Brandon Sanderson,2016,Calamity,https://images.gr-assets.com/books/1437098338m/15704486.jpg,35
1779,9792230300,Ilana Tan,2007,Autumn in Paris,https://images.gr-assets.com/books/1409579772m/1667423.jpg,2
1780,316211338,Liza Klaussmann,2012,Tigers in Red Weather,https://images.gr-assets.com/books/1336156424m/13528417.jpg,50
1781,044022750X,Gary Paulsen,1991,The River,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,39
1782,759530017,Atsushi Ohkubo,2004,ソウルイーター 1,https://images.gr-assets.com/books/1443900841m/6406018.jpg,15
1783,1594633118,Sarah Waters,2014,The Paying Guests,https://images.gr-assets.com/books/1396671788m/20821087.jpg,54
1784,812474945,Barbara Kingsolver,1988,The Bean Trees,https://images.gr-assets.com/books/1443483961m/30868.jpg,48
1785,752876821,Maeve Binchy,1996,Evening Class,https://images.gr-assets.com/books/1368673760m/41967.jpg,74
1786,575077905,Joe Abercrombie,2008,Last Argument of Kings,https://images.gr-assets.com/books/1302062699m/944076.jpg,60
1787,374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow",https://images.gr-assets.com/books/1317793965m/11468377.jpg,106
1788,039953346X,Keri Smith,2007,Wreck This Journal,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,35
1789,451412354,J.R. Ward,2007,Lover Revealed,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52
1790,1576469115,Gene Stratton-Porter,1909,A Girl of the Limberlost,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,213
1791,62128027,Megan Shepherd,2013,The Madman’s Daughter,https://images.gr-assets.com/books/1354155885m/12291438.jpg,18
1792,61996203,Cynthia Hand,2013,Boundless,https://images.gr-assets.com/books/1342208984m/13049981.jpg,24
1793,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg,1823
1794,039921920X,Jan Brett,1929,РУКАВИЧКА: Українська народна казка,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
1795,7201788,Conn Iggulden,2008,Bones of the Hills,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,48
1796,64407330,Clive Barker,2002,Abarat,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,65
1797,553157248,Donald J. Sobol,1963,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,38
1798,876859260,Charles Bukowski,1994,Pulp,https://images.gr-assets.com/books/1348053445m/141526.jpg,73
1799,038553714X,John Grisham,2014,Gray Mountain,https://images.gr-assets.com/books/1403704671m/20707959.jpg,78
1800,034551548X,Tess Gerritsen,2010,Ice Cold,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,67
1801,1609611543,William  Davis,2011,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ",https://images.gr-assets.com/books/1317793840m/11505008.jpg,51
1802,743254430,Adrian Nicole LeBlanc,2003,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,13
1803,545010098,Eoin Colfer,2003,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)",https://images.gr-assets.com/books/1279206196m/2358870.jpg,2
1804,1577314808,Eckhart Tolle,1997,The Power of Now,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,153
1805,1416516859,Clive Cussler,1984,Deep Six,https://images.gr-assets.com/books/1400897211m/41698.jpg,57
1806,446695718,Carl Hiaasen,1986,Tourist Season,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24
1807,385334176,Kurt Vonnegut Jr.,1982,Deadeye Dick,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,67
1808,345390407,David Eddings,1994,The Hidden City,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
1809,316912123,Cecily von Ziegesar,2003,All I Want Is Everything,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,48
